sender_iso3,recipient_iso3,year,arms_tiv,bilateral_debt,ucdp_troops,ucdp_weapons,ucdp_training,ucdp_funding,colonial_tie,journalist_killings,oda_received,us_intervention
JPN,SLV,2021,0.0,137378513.3,0,0,0,0,0,0.0,214056032.065419,0
JPN,SLV,2022,0.0,137517255.6,0,0,0,0,0,0.0,209703445.685562,0
JPN,SLV,2023,0.0,165734691.8,0,0,0,0,0,0.0,362849943.458103,0
JPN,SLV,2024,0.0,161228992.6,0,0,0,0,0,0.0,,0
JPN,SOM,1992,0.0,49899800.2,0,0,0,0,0,0.0,540369998.367503,1
JPN,SOM,1993,0.0,55654892.1,0,0,0,0,0,5.0,728729998.296127,1
JPN,SOM,1994,0.0,62412287.5,0,0,0,0,0,3.0,471619999.054819,1
JPN,SOM,1995,0.0,60536807.6,0,0,0,0,0,1.0,133810000.650585,1
JPN,SOM,1996,0.0,53663792.9,0,0,0,0,0,0.0,61150000.1270324,0
JPN,SOM,1997,0.0,47903036.9,0,0,0,0,0,0.0,69909999.333322,0
JPN,SOM,1998,0.0,53849480.5,0,0,0,0,0,0.0,60189998.9563972,0
JPN,SOM,1999,0.0,60909980.0,0,0,0,0,0,0.0,95399998.5158443,0
JPN,SOM,2000,0.0,54177544.5,0,0,0,0,0,1.0,79729999.8402596,0
JPN,SOM,2001,0.0,47230652.6,0,0,0,0,0,0.0,113449999.511242,0
JPN,SOM,2002,0.0,51918265.2,0,0,0,0,0,0.0,125889998.648316,0
JPN,SOM,2003,0.0,58123249.3,0,0,0,0,0,1.0,153620001.982898,0
JPN,SOM,2004,0.0,59786784.5,0,0,0,0,0,0.0,175409998.401999,0
JPN,SOM,2005,0.0,52767652.8,0,0,0,0,0,2.0,202420000.668615,0
JPN,SOM,2006,0.0,52332912.9,0,0,0,0,0,1.0,351840003.915131,1
JPN,SOM,2007,0.0,54605263.2,0,0,0,0,0,8.0,335370002.735406,1
JPN,SOM,2008,0.0,68595041.4,0,0,0,0,0,2.0,705179987.417534,1
JPN,SOM,2009,0.0,67618944.2,0,0,0,0,0,9.0,607800005.042925,0
JPN,SOM,2010,0.0,76427256.0,0,0,0,0,0,3.0,443829995.865002,0
JPN,SOM,2011,0.0,80095207.5,0,0,0,0,0,3.0,914309990.357607,0
JPN,SOM,2012,0.0,71923743.5,0,0,0,0,0,14.0,830370069.464669,1
JPN,SOM,2013,0.0,59116809.1,0,0,0,0,0,5.0,868864322.881214,0
JPN,SOM,2014,0.0,51599801.1,0,0,0,0,0,4.0,951183773.858007,0
JPN,SOM,2015,0.0,51659751.0,0,0,0,0,0,3.0,830271712.759975,0
JPN,SOM,2016,0.0,53296232.8,0,0,0,0,0,3.0,919583425.018005,1
JPN,SOM,2017,0.0,55137289.6,0,0,0,0,0,3.0,1515991238.1731,0
JPN,SOM,2018,0.0,58359649.9,0,0,0,0,0,7.0,1411073581.94701,0
JPN,SOM,2019,0.0,59274193.6,0,0,0,0,0,2.0,1386543180.16022,0
JPN,SOM,2020,0.0,62414358.8,0,0,0,0,0,1.0,2180840314.82134,0
JPN,SOM,2021,0.0,56632519.0,0,0,0,0,0,2.0,2060583063.49488,0
JPN,SOM,2022,0.0,48759894.5,0,0,0,0,0,2.0,1300557790.6206,0
JPN,SOM,2023,0.0,45578183.3,0,0,0,0,0,1.0,1784422058.71223,0
JPN,SOM,2024,0.0,0.0,0,0,0,0,0,0.0,,0
JPN,SRB,1992,0.0,87974085.2,0,0,0,0,0,0.0,,1
JPN,SRB,1993,0.0,96859577.2,0,0,0,0,0,0.0,,1
JPN,SRB,1994,0.0,107292561.6,0,0,0,0,0,1.0,49219999.6709824,1
JPN,SRB,1995,0.0,104396941.0,0,0,0,0,0,0.0,95059999.871999,1
JPN,SRB,1996,0.0,93785448.0,0,0,0,0,0,0.0,69510000.9087473,1
JPN,SRB,1997,0.0,84891211.1,0,0,0,0,0,0.0,97359998.7011403,0
JPN,SRB,1998,0.0,94072137.7,0,0,0,0,0,0.0,107150000.475347,0
JPN,SRB,1999,0.0,104973095.0,0,0,0,0,0,6.0,670390005.443245,1
JPN,SRB,2000,0.0,94578647.4,0,0,0,0,0,1.0,1063820002.61545,1
JPN,SRB,2001,0.0,83853092.6,0,0,0,0,0,3.0,1245880020.68363,0
JPN,SRB,2002,0.0,115794287.7,0,0,0,0,0,0.0,1921279956.81763,0
JPN,SRB,2003,0.0,129460204.5,0,0,0,0,0,0.0,1195260016.84368,0
JPN,SRB,2004,0.0,133123990.4,0,0,0,0,0,0.0,949889989.754185,0
JPN,SRB,2005,0.0,94394149.5,0,0,0,0,0,1.0,962160010.525957,0
JPN,SRB,2006,0.0,93233437.2,0,0,0,0,0,0.0,1511309998.4657,0
JPN,SRB,2007,0.0,97238614.1,0,0,0,0,0,0.0,756149991.702289,0
JPN,SRB,2008,0.0,115000528.9,0,0,0,0,0,0.0,875119985.191152,0
JPN,SRB,2009,0.0,109426282.8,0,0,0,0,0,0.0,581759999.129921,0
JPN,SRB,2010,0.0,119394600.2,0,0,0,0,0,0.0,609220004.124567,0
JPN,SRB,2011,0.0,122325616.2,0,0,0,0,0,0.0,1305410027.96032,0
JPN,SRB,2012,0.0,107898720.1,0,0,0,0,0,0.0,1046151109.98601,0
JPN,SRB,2013,0.0,87859547.0,0,0,0,0,0,0.0,738259133.445099,0
JPN,SRB,2014,0.0,75596482.8,0,0,0,0,0,0.0,372924192.491221,0
JPN,SRB,2015,0.0,73140444.0,0,0,0,0,0,0.0,318332783.497405,0
JPN,SRB,2016,0.0,72324589.1,0,0,0,0,0,0.0,461992747.450015,0
JPN,SRB,2017,0.0,99796832.6,0,0,0,0,0,0.0,520303610.17352,0
JPN,SRB,2018,0.0,97692672.3,0,0,0,0,0,0.0,670469517.616556,0
JPN,SRB,2019,0.0,117649096.9,0,0,0,0,0,0.0,403956834.67947,0
JPN,SRB,2020,0.0,161795189.6,0,0,0,0,0,0.0,511262502.204452,0
JPN,SRB,2021,0.0,194814601.4,0,0,0,0,0,0.0,666062268.197537,0
JPN,SRB,2022,0.0,182377127.0,0,0,0,0,0,0.0,733611064.817757,0
JPN,SRB,2023,0.0,146510883.2,0,0,0,0,0,0.0,784223354.805727,0
JPN,SRB,2024,0.0,89671241.6,0,0,0,0,0,0.0,,0
JPN,SWZ,2001,0.0,0.0,0,0,0,0,0,0.0,23020000.7371604,0
JPN,SWZ,2002,0.0,0.0,0,0,0,0,0,0.0,10809999.9316037,0
JPN,SWZ,2003,0.0,0.0,0,0,0,0,0,0.0,21799999.8256564,0
JPN,SWZ,2004,0.0,3630426.4,0,0,0,0,0,0.0,16940000.4707277,0
JPN,SWZ,2005,0.0,18993608.5,0,0,0,0,0,0.0,22939999.8355657,0
JPN,SWZ,2006,0.0,18837124.8,0,0,0,0,0,0.0,22720000.0640005,0
JPN,SWZ,2007,0.0,19655052.6,0,0,0,0,0,0.0,24039999.7774511,0
JPN,SWZ,2008,0.0,61752066.1,0,0,0,0,0,0.0,31490000.6558746,0
JPN,SWZ,2009,0.0,60873343.5,0,0,0,0,0,0.0,33659999.8474121,0
JPN,SWZ,2010,0.0,68802946.6,0,0,0,0,0,0.0,52239999.4656444,0
JPN,SWZ,2011,0.0,70805450.1,0,0,0,0,0,0.0,94379999.2110581,0
JPN,SWZ,2012,0.0,61259387.6,0,0,0,0,0,0.0,70763651.5945197,0
JPN,SWZ,2013,0.0,48433048.4,0,0,0,0,0,0.0,79703667.0595408,0
JPN,SWZ,2014,0.0,40600132.6,0,0,0,0,0,0.0,72119440.1234388,0
JPN,SWZ,2015,0.0,38979253.1,0,0,0,0,0,0.0,72497246.2649456,0
JPN,SWZ,2016,0.0,38484589.0,0,0,0,0,0,0.0,89558566.4067184,0
JPN,SWZ,2017,0.0,38024800.7,0,0,0,0,0,0.0,116927995.347069,0
JPN,SWZ,2018,0.0,36912388.3,0,0,0,0,0,0.0,80310921.382159,0
JPN,SWZ,2019,0.0,35639662.8,0,0,0,0,0,0.0,52724441.4910674,0
JPN,SWZ,2020,0.0,35588150.1,0,0,0,0,0,0.0,91767087.2272574,0
JPN,SWZ,2021,0.0,30522721.3,0,0,0,0,0,0.0,99130094.1349472,0
JPN,SWZ,2022,0.0,24756879.0,0,0,0,0,0,0.0,87726228.7926861,0
JPN,SWZ,2023,0.0,21717990.3,0,0,0,0,0,0.0,85010789.4893736,0
JPN,SWZ,2024,0.0,18391318.2,0,0,0,0,0,0.0,,0
JPN,SYR,2008,0.0,736451790.8,0,0,0,0,0,0.0,108909998.491406,1
JPN,SYR,2009,0.0,647903541.3,0,0,0,0,0,0.0,116910001.030192,0
JPN,SYR,2010,0.0,662271332.1,0,0,0,0,0,0.0,95989999.3184953,0
JPN,SYR,2011,0.0,618322135.2,0,0,0,0,0,2.0,109470002.135262,1
JPN,SYR,2012,0.0,555239745.8,0,0,0,0,0,37.0,524794300.533831,0
JPN,SYR,2013,0.0,456372269.7,0,0,0,0,0,32.0,1914482586.1454,0
JPN,SYR,2014,0.0,398342175.0,0,0,0,0,0,19.0,1769289618.12705,1
JPN,SYR,2015,0.0,398804979.2,0,0,0,0,0,16.0,2047459980.75977,1
JPN,SYR,2016,0.0,411438356.2,0,0,0,0,0,18.0,2793562537.86385,1
JPN,SYR,2017,0.0,425651018.6,0,0,0,0,0,10.0,2908756817.7022,1
JPN,SYR,2018,0.0,433601010.6,0,0,0,0,0,9.0,3069837306.82451,1
JPN,SYR,2019,0.0,440395894.5,0,0,0,0,0,7.0,2764236832.25596,1
JPN,SYR,2020,0.0,463726720.1,0,0,0,0,0,4.0,2733604395.926,0
JPN,SYR,2021,0.0,420768759.3,0,0,0,0,0,0.0,2815666202.69045,0
JPN,SYR,2022,0.0,362276667.9,0,0,0,0,0,1.0,2318448686.10101,0
JPN,SYR,2023,0.0,338637164.3,0,0,0,0,0,2.0,2651280927.48672,0
JPN,SYR,2024,0.0,306773060.9,0,0,0,0,0,4.0,,0
JPN,TGO,1992,0.0,35270541.5,0,0,0,0,0,0.0,169530000.403523,0
JPN,TGO,1993,0.0,39338397.6,0,0,0,0,0,0.0,81759997.4870682,0
JPN,TGO,1994,0.0,44114709.2,0,0,0,0,0,0.0,72940001.2213736,0
JPN,TGO,1995,0.0,42789068.8,0,0,0,0,0,0.0,133559996.861964,0
JPN,TGO,1996,0.0,60870689.5,0,0,0,0,0,0.0,106000000.584871,0
JPN,TGO,1997,0.0,69880719.5,0,0,0,0,0,0.0,80500002.0638108,0
JPN,TGO,1998,0.0,77491348.8,0,0,0,0,0,0.0,71210001.4127791,0
JPN,TGO,1999,0.0,87270058.1,0,0,0,0,0,0.0,50350001.0222196,0
JPN,TGO,2000,0.0,76562226.3,0,0,0,0,0,0.0,55050000.5409122,0
JPN,TGO,2001,0.0,65940819.4,0,0,0,0,0,0.0,32909999.6201694,0
JPN,TGO,2002,0.0,71601334.4,0,0,0,0,0,0.0,43050000.699237,0
JPN,TGO,2003,0.0,79169000.9,0,0,0,0,0,0.0,50830001.3095141,0
JPN,TGO,2004,0.0,80983480.6,0,0,0,0,0,0.0,57680000.0369548,0
JPN,TGO,2005,0.0,71475799.0,0,0,0,0,0,0.0,66909999.9312311,0
JPN,TGO,2006,0.0,70886927.3,0,0,0,0,0,0.0,65260000.5455315,0
JPN,TGO,2007,0.0,73938596.5,0,0,0,0,0,0.0,96259997.8297949,0
JPN,TGO,2008,0.0,60771349.9,0,0,0,0,0,0.0,215079999.61637,0
JPN,TGO,2009,0.0,59243971.3,0,0,0,0,0,0.0,408310003.630817,0
JPN,TGO,2010,0.0,0.0,0,0,0,0,0,0.0,301650002.708659,0
JPN,THA,1992,0.0,4449380137.8,0,0,0,0,0,0.0,687230004.316196,0
JPN,THA,1993,0.0,5360437767.0,0,0,0,0,0,0.0,553320003.436878,0
JPN,THA,1994,0.0,6409846421.8,0,0,0,0,0,0.0,563999984.866008,0
JPN,THA,1995,0.0,6760261119.0,0,0,0,0,0,0.0,829649996.809662,0
JPN,THA,1996,0.0,6458910321.4,0,0,0,0,0,0.0,823130009.215325,0
JPN,THA,1997,0.0,7643567829.5,0,0,0,0,0,0.0,618190009.623766,0
JPN,THA,1998,0.0,9447220915.2,0,0,0,0,0,1.0,690349980.957806,0
JPN,THA,1999,0.0,12390763350.4,0,0,0,0,0,0.0,1012870018.05753,0
JPN,THA,2000,0.0,11582036223.4,0,0,0,0,0,0.0,695599999.863654,0
JPN,THA,2001,0.0,9898429530.2,0,0,0,0,0,5.0,281219995.440916,0
JPN,THA,2002,0.0,11255842046.8,0,0,0,0,0,0.0,293879991.222173,0
JPN,THA,2003,0.0,9443102694.5,0,0,0,0,0,1.0,-955079969.856893,0
JPN,THA,2004,0.0,8838385339.3,0,0,0,0,0,0.0,17099999.802187,0
JPN,THA,2005,0.0,6628524016.1,0,0,0,0,0,2.0,-190420014.366508,0
JPN,THA,2006,0.0,6025406873.9,0,0,0,0,0,0.0,-259940013.29504,0
JPN,THA,2007,0.0,5738102034.5,0,0,0,0,0,0.0,-363760008.201003,0
JPN,THA,2008,0.0,6447295548.5,0,0,0,0,0,3.0,-671439978.387207,0
JPN,THA,2009,0.0,6037558016.0,0,0,0,0,0,0.0,-71129997.7041784,0
JPN,THA,2010,0.0,6463413407.8,0,0,0,0,0,2.0,-76709991.0490216,0
JPN,THA,2011,0.0,6543920877.1,0,0,0,0,0,1.0,-159990000.236779,0
JPN,THA,2012,0.0,5726389369.9,0,0,0,0,0,1.0,-183011147.748679,0
JPN,THA,2013,0.0,4531918328.6,0,0,0,0,0,0.0,-83975933.7027647,0
JPN,THA,2014,0.0,4086762267.7,0,0,0,0,0,0.0,291078883.187846,0
JPN,THA,2015,0.0,3959485477.2,0,0,0,0,0,0.0,12172696.7450814,0
JPN,THA,2016,0.0,4126575342.3,0,0,0,0,0,0.0,187095474.17215,0
JPN,THA,2017,0.0,4280770593.1,0,0,0,0,0,0.0,206067398.108698,0
JPN,THA,2018,0.0,3749436073.2,0,0,0,0,0,0.0,-447694986.542687,1
JPN,THA,2019,0.0,3230296920.8,0,0,0,0,0,0.0,-378784121.59672,0
JPN,THA,2020,0.0,3339612081.4,0,0,0,0,0,0.0,145187109.891325,0
JPN,THA,2021,0.0,2902215217.7,0,0,0,0,0,0.0,92486872.06069,0
JPN,THA,2022,0.0,2719600452.3,0,0,0,0,0,0.0,512214626.826885,0
JPN,THA,2023,0.0,2331083081.0,0,0,0,0,0,0.0,37373534.8777846,0
JPN,THA,2024,0.0,1894197254.7,0,0,0,0,0,0.0,,0
JPN,TKM,1996,0.0,0.0,0,0,0,0,0,0.0,19550000.0752509,0
JPN,TKM,1997,0.0,76875717.1,0,0,0,0,0,0.0,6049999.89457428,0
JPN,TKM,1998,0.0,123235293.0,0,0,0,0,0,0.0,13880000.2615899,0
JPN,TKM,1999,0.0,414197648.6,0,0,0,0,0,0.0,16669999.9086559,0
JPN,TKM,2000,0.0,589617045.4,0,0,0,0,0,0.0,12410000.0020117,0
JPN,TKM,2001,0.0,555918057.6,0,0,0,0,0,0.0,35770000.0293553,0
JPN,TKM,2002,0.0,559933277.7,0,0,0,0,0,0.0,28390000.1645089,0
JPN,TKM,2003,0.0,562614379.1,0,0,0,0,0,0.0,18640000.4010647,0
JPN,TKM,2004,0.0,507817902.4,0,0,0,0,0,0.0,11679999.9084324,0
JPN,TKM,2005,0.0,383673815.4,0,0,0,0,0,0.0,12859999.6492267,0
JPN,TKM,2006,0.0,316519546.0,0,0,0,0,0,1.0,7239999.88101423,0
JPN,TKM,2007,0.0,262517543.9,0,0,0,0,0,0.0,3960000.01765788,0
JPN,TKM,2008,0.0,243482093.6,0,0,0,0,0,0.0,2700000.09238719,0
JPN,TKM,2009,0.0,154964153.8,0,0,0,0,0,0.0,17619999.8930097,0
JPN,TKM,2010,0.0,104027010.4,0,0,0,0,0,0.0,18310000.3842264,0
JPN,TKM,2011,0.0,444698885.4,0,0,0,0,0,0.0,16470000.2707541,0
JPN,TKM,2012,0.0,509994223.0,0,0,0,0,0,0.0,18331696.8964645,0
JPN,TKM,2013,0.0,386267806.3,0,0,0,0,0,0.0,12203718.0513144,0
JPN,TKM,2014,0.0,308313992.0,0,0,0,0,0,0.0,14559034.5207602,0
JPN,TKM,2015,0.0,331753464.7,0,0,0,0,0,0.0,11172804.9409358,0
JPN,TKM,2016,0.0,1620917786.9,0,0,0,0,0,0.0,12704100.2743645,0
JPN,TKM,2017,0.0,2401024873.1,0,0,0,0,0,0.0,9152673.97044226,0
JPN,TKM,2018,0.0,2761891748.0,0,0,0,0,0,0.0,12260147.0164955,0
JPN,TKM,2019,0.0,2485902890.6,0,0,0,0,0,0.0,15577766.1953471,0
JPN,TKM,2020,0.0,2304592066.0,0,0,0,0,0,0.0,9688601.03748738,0
JPN,TKM,2021,0.0,2031449403.1,0,0,0,0,0,0.0,13702106.9301991,0
JPN,TKM,2022,0.0,1661931274.4,0,0,0,0,0,0.0,7079304.96800691,0
JPN,TKM,2023,0.0,1274475922.5,0,0,0,0,0,0.0,7411053.12842409,0
JPN,TKM,2024,0.0,928343661.0,0,0,0,0,0,0.0,,0
JPN,TLS,2012,0.0,0.0,0,0,0,0,0,0.0,244711607.173086,0
JPN,TLS,2013,0.0,2630579.3,0,0,0,0,0,0.0,218852727.382444,0
JPN,TLS,2014,0.0,2296087.5,0,0,0,0,0,0.0,206051091.07215,0
JPN,TLS,2015,0.0,2298755.2,0,0,0,0,0,0.0,160136828.396935,0
JPN,TLS,2016,0.0,2371575.3,0,0,0,0,0,0.0,181220449.043438,0
JPN,TLS,2017,0.0,9149690.0,0,0,0,0,0,0.0,191389422.388165,0
JPN,TLS,2018,0.0,13209419.8,0,0,0,0,0,0.0,172701994.866133,0
JPN,TLS,2019,0.0,24899193.5,0,0,0,0,0,0.0,195225660.924334,0
JPN,TLS,2020,0.0,30850139.9,0,0,0,0,0,0.0,217732184.495078,0
JPN,TLS,2021,0.0,31783556.6,0,0,0,0,0,0.0,225153012.691415,0
JPN,TLS,2022,0.0,30704862.4,0,0,0,0,0,0.0,182342511.07517,0
JPN,TLS,2023,0.0,27228525.1,0,0,0,0,0,0.0,225780667.313374,0
JPN,TLS,2024,0.0,23332269.4,0,0,0,0,0,0.0,,0
JPN,TUN,1992,0.0,467166338.8,0,0,0,0,0,0.0,344099991.228431,0
JPN,TUN,1993,0.0,549155090.2,0,0,0,0,0,0.0,191889993.041754,0
JPN,TUN,1994,0.0,725717045.7,0,0,0,0,0,0.0,109549999.509007,0
JPN,TUN,1995,0.0,681026929.5,0,0,0,0,0,0.0,86970000.1925229,0
JPN,TUN,1996,0.0,636586204.5,0,0,0,0,0,0.0,158579997.316003,0
JPN,TUN,1997,0.0,585840675.0,0,0,0,0,0,0.0,208279996.121302,0
JPN,TUN,1998,0.0,630743939.0,0,0,0,0,0,0.0,177130005.124956,0
JPN,TUN,1999,0.0,734119368.1,0,0,0,0,0,0.0,267809998.286889,0
JPN,TUN,2000,0.0,741227137.8,0,0,0,0,0,0.0,232950004.095212,0
JPN,TUN,2001,0.0,724734446.1,0,0,0,0,0,0.0,375499994.182959,0
JPN,TUN,2002,0.0,801743119.2,0,0,0,0,0,0.0,221809999.870136,0
JPN,TUN,2003,0.0,913295985.1,0,0,0,0,0,0.0,302710000.708699,0
JPN,TUN,2004,0.0,904417979.1,0,0,0,0,0,0.0,321960007.328541,0
JPN,TUN,2005,0.0,777562092.3,0,0,0,0,0,0.0,364819994.494319,0
JPN,TUN,2006,0.0,760109289.7,0,0,0,0,0,0.0,435410005.051643,0
JPN,TUN,2007,0.0,757578947.5,0,0,0,0,0,0.0,323780002.191663,0
JPN,TUN,2008,0.0,966887052.3,0,0,0,0,0,0.0,333660005.541518,0
JPN,TUN,2009,0.0,911883554.0,0,0,0,0,0,0.0,457659990.437329,0
JPN,TUN,2010,0.0,1006286065.2,0,0,0,0,0,0.0,447670004.321263,0
JPN,TUN,2011,0.0,1066983964.2,0,0,0,0,0,1.0,934179994.925857,0
JPN,TUN,2012,0.0,898775274.3,0,0,0,0,0,0.0,934580299.977214,0
JPN,TUN,2013,0.0,802535612.9,0,0,0,0,0,0.0,641594487.933442,0
JPN,TUN,2014,0.0,607136936.3,0,0,0,0,0,0.0,672794237.989933,0
JPN,TUN,2015,0.0,579319502.3,0,0,0,0,0,0.0,513166622.576303,0
JPN,TUN,2016,0.0,592611301.3,0,0,0,0,0,0.0,615999856.639974,0
JPN,TUN,2017,0.0,609929141.1,0,0,0,0,0,0.0,727786197.539914,0
JPN,TUN,2018,0.0,676098529.1,0,0,0,0,0,0.0,668934914.767742,0
JPN,TUN,2019,0.0,824156891.7,0,0,0,0,0,0.0,916298977.94829,0
JPN,TUN,2020,0.0,846897616.8,0,0,0,0,0,0.0,902412980.279012,0
JPN,TUN,2021,0.0,772016460.4,0,0,0,0,0,0.0,1047245858.99408,0
JPN,TUN,2022,0.0,667779871.7,0,0,0,0,0,0.0,1179134298.89068,0
JPN,TUN,2023,0.0,787245437.3,0,0,0,0,0,0.0,744803043.869325,0
JPN,TUN,2024,0.0,786715608.1,0,0,0,0,0,0.0,,0
JPN,TUR,1992,0.0,2285979989.4,0,0,0,0,0,11.0,98140000.3284216,0
JPN,TUR,1993,0.0,2497728972.5,0,0,0,0,0,3.0,243510001.981631,0
JPN,TUR,1994,0.0,3080018818.7,0,0,0,0,0,2.0,4730001.30057343,0
JPN,TUR,1995,0.0,3007001811.1,0,0,0,0,0,1.0,172199999.123812,0
JPN,TUR,1996,0.0,2753974127.7,0,0,0,0,0,1.0,71919999.4243681,0
JPN,TUR,1997,0.0,2390207503.1,0,0,0,0,0,0.0,11039998.1886149,0
JPN,TUR,1998,0.0,2945132295.7,0,0,0,0,0,0.0,7380001.26928087,0
JPN,TUR,1999,0.0,3208197286.6,0,0,0,0,0,1.0,-42559999.2349745,0
JPN,TUR,2000,0.0,2978559542.9,0,0,0,0,0,0.0,285729989.375919,0
JPN,TUR,2001,0.0,2584392605.7,0,0,0,0,0,0.0,113059999.253601,0
JPN,TUR,2002,0.0,2927916622.2,0,0,0,0,0,0.0,249159997.172654,0
JPN,TUR,2003,0.0,3194001474.1,0,0,0,0,0,0.0,159419994.89069,1
JPN,TUR,2004,0.0,3033308899.3,0,0,0,0,0,0.0,286029985.355213,0
JPN,TUR,2005,0.0,2408614858.2,0,0,0,0,0,0.0,382720010.170713,0
JPN,TUR,2006,0.0,2258588096.5,0,0,0,0,0,0.0,530949990.682304,0
JPN,TUR,2007,0.0,2267715561.3,0,0,0,0,0,1.0,785760025.506839,0
JPN,TUR,2008,0.0,2986961430.0,0,0,0,0,0,0.0,1097080006.70373,0
JPN,TUR,2009,0.0,3002606183.9,0,0,0,0,0,1.0,1346370005.75289,0
JPN,TUR,2010,0.0,3816004068.8,0,0,0,0,0,1.0,1030899981.89546,0
JPN,TUR,2011,0.0,3937398351.6,0,0,0,0,0,0.0,3189059920.75801,0
JPN,TUR,2012,0.0,3505098309.7,0,0,0,0,0,0.0,3039614300.83774,0
JPN,TUR,2013,0.0,2834962849.9,0,0,0,0,0,0.0,2753286139.4838,0
JPN,TUR,2014,0.0,2474535482.9,0,0,0,0,0,1.0,3392598283.8031,0
JPN,TUR,2015,0.0,2369393684.7,0,0,0,0,0,3.0,2096051458.98834,0
JPN,TUR,2016,0.0,2345454438.2,0,0,0,0,0,2.0,3509741850.60896,1
JPN,TUR,2017,0.0,2452483080.4,0,0,0,0,0,2.0,3076098604.47841,0
JPN,TUR,2018,0.0,2488649704.8,0,0,0,0,0,0.0,1164172129.50531,0
JPN,TUR,2019,0.0,2439898076.3,0,0,0,0,0,0.0,629000218.933448,0
JPN,TUR,2020,0.0,2392727412.4,0,0,0,0,0,0.0,536042702.665553,0
JPN,TUR,2021,0.0,2098975747.9,0,0,0,0,0,0.0,1083736491.18841,0
JPN,TUR,2022,0.0,2281481707.5,0,0,0,0,0,1.0,815116575.661347,0
JPN,TUR,2023,0.0,2274440368.7,0,0,0,0,0,0.0,1231650926.76133,0
JPN,TUR,2024,0.0,2325618576.8,0,0,0,0,0,0.0,,0
JPN,TZA,1992,0.0,560459273.6,0,0,0,0,0,0.0,928069995.000959,0
JPN,TZA,1993,0.0,629265403.0,0,0,0,0,0,0.0,719860000.416637,0
JPN,TZA,1994,0.0,701591517.9,0,0,0,0,0,0.0,657900006.011128,0
JPN,TZA,1995,0.0,677892228.8,0,0,0,0,0,0.0,650809997.793287,0
JPN,TZA,1996,0.0,595860928.8,0,0,0,0,0,0.0,650239998.117089,0
JPN,TZA,1997,0.0,508155294.8,0,0,0,0,0,0.0,633469994.872809,0
JPN,TZA,1998,0.0,576186870.2,0,0,0,0,0,0.0,812820006.31094,1
JPN,TZA,1999,0.0,728959421.2,0,0,0,0,0,0.0,684529987.215996,0
JPN,TZA,2000,0.0,473435607.8,0,0,0,0,0,0.0,811399994.403123,0
JPN,TZA,2001,0.0,412463148.5,0,0,0,0,0,0.0,1036020017.87163,0
JPN,TZA,2002,0.0,449003367.2,0,0,0,0,0,0.0,979579982.943833,0
JPN,TZA,2003,0.0,501684481.8,0,0,0,0,0,0.0,1151510010.60382,0
JPN,TZA,2004,0.0,510113115.3,0,0,0,0,0,0.0,1191830001.93536,0
JPN,TZA,2005,0.0,450280796.9,0,0,0,0,0,0.0,1026210005.19767,0
JPN,TZA,2006,0.0,120975199.6,0,0,0,0,0,0.0,1184619999.27461,0
JPN,TZA,2007,0.0,126228070.2,0,0,0,0,0,0.0,2026929974.16667,0
JPN,TZA,2008,0.0,158572528.9,0,0,0,0,0,0.0,1558069997.00144,0
JPN,TZA,2009,0.0,156316065.6,0,0,0,0,0,0.0,1547799979.43342,0
JPN,TZA,2010,0.0,299653308.7,0,0,0,0,0,0.0,1846630013.67263,0
JPN,TZA,2011,0.0,352907847.6,0,0,0,0,0,0.0,1800030002.58468,0
JPN,TZA,2012,0.0,334394580.8,0,0,0,0,0,1.0,1896284141.30397,0
JPN,TZA,2013,0.0,188910759.6,0,0,0,0,0,1.0,2058669726.12496,0
JPN,TZA,2014,0.0,210726127.2,0,0,0,0,0,0.0,1553617929.00786,0
JPN,TZA,2015,0.0,264962655.8,0,0,0,0,0,0.0,1567335445.30161,0
JPN,TZA,2016,0.0,468530287.9,0,0,0,0,0,0.0,1550048171.02756,0
JPN,TZA,2017,0.0,664200903.7,0,0,0,0,0,0.0,1554091901.75461,0
JPN,TZA,2018,0.0,691000484.1,0,0,0,0,0,0.0,1659437608.50595,0
JPN,TZA,2019,0.0,686252668.4,0,0,0,0,0,0.0,1235283608.78699,0
JPN,TZA,2020,0.0,709677734.6,0,0,0,0,0,0.0,1373869888.09466,0
JPN,TZA,2021,0.0,680977896.3,0,0,0,0,0,0.0,1274063997.18236,0
JPN,TZA,2022,0.0,575572537.9,0,0,0,0,0,0.0,1173711646.65185,0
JPN,TZA,2023,0.0,498033342.8,0,0,0,0,0,0.0,1258402711.96049,0
JPN,TZA,2024,0.0,417488166.2,0,0,0,0,0,0.0,,0
JPN,UGA,1992,0.0,440881.7,0,0,0,0,0,0.0,410669997.088611,0
JPN,UGA,1993,0.0,28466694.9,0,0,0,0,0,0.0,388189997.272566,0
JPN,UGA,1994,0.0,37718076.5,0,0,0,0,0,0.0,405920001.147315,0
JPN,UGA,1995,0.0,36852204.3,0,0,0,0,0,1.0,540569995.40329,0
JPN,UGA,1996,0.0,54131827.4,0,0,0,0,0,0.0,428060004.739091,0
JPN,UGA,1997,0.0,48343942.3,0,0,0,0,0,0.0,493089997.138828,0
JPN,UGA,1998,0.0,54309490.9,0,0,0,0,0,0.0,439999997.269362,0
JPN,UGA,1999,0.0,61106674.7,0,0,0,0,0,0.0,417800002.463162,0
JPN,UGA,2000,0.0,54369015.3,0,0,0,0,0,0.0,614320005.502552,0
